N,P,K,temperature,humidity,ph,rainfall,label
92,79,53,22.40513304,67.20223362,6.926646836,81.8741524,onion
108,57,59,22.13151126,60.47848237,6.526791631,58.6414395,onion
108,79,76,19.73526953,61.90989658,6.146900731,64.7439033,onion
80,62,59,21.38239157,62.65992502,6.097989956,86.723204,onion
80,74,69,24.01900972,63.31943478,6.6518677,62.9160056,onion
102,57,69,22.3517837,60.31073909,6.827994439,99.4429882,onion
101,63,75,24.21329549,62.77811169,6.07217854,95.8670378,onion
111,65,51,17.12129007,60.34911268,6.540134243,67.1008879,onion
92,52,68,16.19633233,65.7456797,6.026428358,87.7067423,onion
117,58,52,24.63685433,69.8742558,6.77955014,76.359997,onion
83,59,73,17.27144396,67.60844048,6.934874943,63.3903604,onion
105,58,66,24.61372814,62.44320446,6.96789747,56.5602577,onion
91,52,59,18.93019964,63.06208136,6.522081903,90.5455983,onion
93,80,70,23.73873157,69.78992464,6.753950901,57.4524946,onion
113,67,51,17.28150944,62.62456316,6.313547512,68.3034607,onion
83,68,77,18.03830728,66.07267914,6.645139685,75.9235995,onion
90,71,77,19.35386076,64.39938182,6.55448007,52.381533,onion
100,56,53,16.30682872,63.05265528,6.599737951,65.6052984,onion
100,77,54,24.70393,63.53348941,6.527397104,81.7154699,onion
101,65,69,16.79218184,62.17709933,6.942710042,53.0105079,onion
120,63,57,23.78346037,60.58455134,6.864234994,54.4411462,onion
112,65,57,16.05608475,67.1030313,6.897017991,97.300888,onion
98,70,50,17.92938911,64.59500183,6.277764013,54.9208207,onion
84,62,72,19.32137036,63.96896126,6.429859695,75.6784817,onion
92,59,80,22.59697955,60.4769433,6.548922051,57.4956996,onion
102,51,55,15.21959539,61.94381159,6.088549853,64.974936,onion
101,79,69,16.74978435,65.86921759,6.205980185,82.3019201,onion
84,76,51,19.94061255,62.95473658,6.117753565,58.083728,onion
93,55,59,21.1142215,69.71976608,6.560581523,65.7603677,onion
119,55,65,23.65757881,62.09364121,6.228689203,83.4490133,onion
90,61,71,19.11426175,67.87564665,6.944470736,62.6885761,onion
98,58,54,17.46247101,67.26888002,6.993853324,84.9091903,onion
80,55,77,21.78015038,68.86312285,6.957833388,52.9102863,onion
112,54,79,23.73389387,67.30934409,6.029373356,87.7142367,onion
118,63,73,23.84710219,65.10705552,6.043692392,66.4376551,onion
91,51,77,17.27847908,65.85850779,6.130208453,53.4829794,onion
103,64,58,17.56379647,62.05567783,6.46807565,53.0546898,onion
88,56,56,16.7738702,64.14616375,6.139504219,58.5916398,onion
87,51,59,20.8163782,69.20475828,6.411104394,88.0587491,onion
80,64,54,16.2352119,69.0543275,6.057009412,69.7808893,onion
81,60,52,17.47017842,62.31051915,6.793938976,87.3285873,onion
90,50,64,16.36028073,61.61248836,6.879591959,94.1476017,onion
87,58,75,24.50347622,68.36191396,6.276211781,65.5669266,onion
86,67,53,23.39597676,66.7424327,6.573891732,77.1113413,onion
96,64,80,24.847635,68.29603771,6.581605055,83.2463775,onion
84,76,70,16.98107259,61.74863087,6.359552626,89.5698506,onion
81,64,57,18.3602622,61.46490659,6.597343904,82.8827816,onion
113,54,80,17.39583816,69.04128977,6.583421782,66.1200405,onion
113,66,52,23.98905715,63.89130602,6.314750664,50.784523,onion
81,52,60,17.64267585,60.93494311,6.16280605,98.2530505,onion
82,64,58,24.30671929,61.69201194,6.350490821,66.0853736,onion
107,75,54,15.04634458,62.75493316,6.660284275,69.7158449,onion
98,66,69,17.64015647,62.15058092,6.618408524,54.3001422,onion
120,78,58,22.96761849,69.54544212,6.564237737,55.5851076,onion
112,76,71,20.40168268,60.36346398,6.521605168,81.2071074,onion
105,51,57,23.92158587,62.23975582,6.196816074,89.9379801,onion
114,54,75,18.58501022,65.63311556,6.069530469,70.4770243,onion
104,53,50,21.35186732,69.64733296,6.807439484,87.2030266,onion
101,58,77,18.64733854,66.45428575,6.617197213,91.4481314,onion
104,52,63,20.34710954,69.2522897,6.47058216,62.931365,onion
119,63,71,20.33906566,64.09466447,6.414541068,64.283636,onion
97,80,77,16.89437255,61.17436534,6.528166679,57.5393497,onion
118,53,61,19.2937572,66.48963069,6.855010082,92.0880327,onion
115,55,72,22.95617306,63.74071396,6.386959723,61.7990205,onion
109,64,51,24.78489293,65.82905272,6.861009179,95.8532648,onion
97,59,79,19.78575626,69.29897689,6.792667759,51.7962467,onion
81,59,62,23.40370336,60.54983684,6.178106123,73.2519913,onion
80,78,65,24.17547666,66.29843551,6.162021412,85.2762816,onion
107,56,50,19.88494779,64.18243738,6.905254026,91.6612918,onion
80,77,70,19.85669786,64.19359582,6.193898096,51.8321016,onion
120,55,59,24.45981049,64.20636784,6.398572502,62.1327627,onion
104,67,60,21.98101109,64.71710119,6.443852074,78.4368911,onion
106,52,55,18.49701268,68.83525386,6.995031648,83.1330064,onion
97,51,61,18.42415175,62.27377295,6.361055203,68.3497006,onion
100,70,70,16.77029728,62.21264049,6.928666114,70.5430689,onion
93,74,59,16.80067937,68.95292902,6.545118824,54.1500269,onion
92,76,78,24.72290051,67.57759699,6.903847957,55.550478,onion
90,73,76,17.41139005,67.47652223,6.196137153,66.0301622,onion
88,59,70,24.00214472,62.88442253,6.758210989,71.5866315,onion
88,52,53,15.26295742,63.84248295,6.123521757,99.8716853,onion
118,79,67,23.11279735,61.37834248,6.056232245,51.8876889,onion
106,55,66,20.89661844,60.14227305,6.50167017,57.0313547,onion
91,55,75,16.98955303,65.27281641,6.883631957,85.3385289,onion
81,57,68,15.11329303,61.03044971,6.900057376,61.9338531,onion
105,62,66,15.40552512,62.6098269,6.083869996,60.3027607,onion
113,71,50,23.58876865,62.23391814,6.033023882,69.1921566,onion
85,77,66,21.44257283,69.60497559,6.886118667,76.9316384,onion
91,74,69,21.66411066,65.64940885,6.109679064,68.423203,onion
144,58,90,25.32347622,81.66596863,7.092584646,155.9614951,sugarcane
145,66,95,27.26220331,87.45533678,6.803130713,228.3455349,sugarcane
113,55,95,27.75362172,77.68840651,7.312670099,168.4569191,sugarcane
138,65,109,34.58008812,80.94984484,7.390920555,230.3544259,sugarcane
110,56,93,31.66870173,79.42374716,7.14026632,172.3434242,sugarcane
144,59,85,29.95150183,79.76981732,6.594851577,156.8888926,sugarcane
139,62,84,30.920509,78.43225865,6.033250379,167.3341539,sugarcane
103,51,116,34.71219684,82.98995595,6.530234946,239.8265958,sugarcane
142,48,108,33.62279493,76.15539065,6.416794169,217.0338411,sugarcane
146,64,80,32.23133521,79.82710115,6.903689153,163.3246185,sugarcane
117,65,89,26.14152795,80.00455688,6.442676704,225.3625713,sugarcane
141,47,105,34.02728933,89.36567157,7.41767977,243.9174817,sugarcane
150,58,98,25.13311099,80.17942227,6.112848797,243.8682378,sugarcane
103,42,94,31.09387006,86.91386081,6.349296382,200.7495894,sugarcane
131,44,108,34.94589929,84.32425914,6.375336894,156.7900262,sugarcane
106,55,103,30.47770826,75.69317774,6.052852321,186.0577216,sugarcane
118,55,85,29.68882492,78.54205863,6.098021536,217.0789414,sugarcane
104,69,110,32.57572975,87.21780337,6.581182607,196.6633187,sugarcane
112,46,83,26.90155742,87.01754258,6.730090549,150.1557673,sugarcane
114,41,101,28.32390877,86.98911536,6.585143056,246.2890859,sugarcane
139,43,81,33.97412491,88.46620193,6.095714145,243.6792294,sugarcane
146,53,118,25.19742268,76.1291285,7.265070285,246.523076,sugarcane
113,42,100,33.13552264,89.34858461,6.770098128,161.8732096,sugarcane
149,47,104,29.06304694,76.45014331,6.076229478,186.8402359,sugarcane
104,63,106,27.23861438,85.82331259,6.455883058,189.6612977,sugarcane
107,63,92,25.65509612,88.02370825,7.455023206,158.7203935,sugarcane
129,45,82,29.48927394,86.89253949,7.495555443,178.0598403,sugarcane
139,60,82,32.58407766,76.69004963,6.378663381,152.6102119,sugarcane
142,48,112,31.26767018,81.26273506,6.784427375,231.2909208,sugarcane
100,65,100,30.2398763,76.56480274,7.296098147,240.9009521,sugarcane
142,67,95,29.68996595,89.98544102,6.035169223,224.1307075,sugarcane
116,61,84,29.68900862,79.9544279,6.809167103,232.6406279,sugarcane
139,43,114,34.9939528,88.58784903,6.678301814,212.6895178,sugarcane
140,56,119,31.87540993,84.52500494,7.104513314,206.6586687,sugarcane
141,60,113,26.98298438,89.1176522,6.627204585,196.7284435,sugarcane
139,40,96,33.66984617,80.17795744,7.361375115,161.2858332,sugarcane
145,55,82,26.859348,84.5149957,6.876734437,163.8663665,sugarcane
113,59,92,28.88343786,84.55767408,7.317056713,171.8169507,sugarcane
118,60,114,25.19799229,84.07547483,7.219048467,217.3426075,sugarcane
105,58,92,31.62662052,85.60767596,7.39151608,170.3180706,sugarcane
128,50,116,30.55067421,76.92537394,6.864216564,246.4310997,sugarcane
101,57,86,34.02639382,77.20216808,6.190068257,174.8330373,sugarcane
133,46,83,26.77187741,76.00099379,6.401325319,165.9453694,sugarcane
139,67,98,25.01782849,84.51958501,6.762628055,201.8057967,sugarcane
123,50,95,32.75238116,85.61934685,6.709036389,157.4137404,sugarcane
141,59,101,27.38690979,84.66441809,6.949826786,244.5882236,sugarcane
111,53,96,26.72461479,85.13044245,6.224197243,211.6025182,sugarcane
140,64,115,27.04069296,84.02433668,7.247630132,249.0875099,sugarcane
110,58,82,33.47781569,75.26764577,6.535930949,204.4599334,sugarcane
138,58,83,33.74639227,78.449931,6.596966001,150.6482161,sugarcane
112,56,99,29.22016101,76.85206791,6.504651854,240.63202,sugarcane
102,61,116,29.55347125,87.7548839,6.553327458,164.835376,sugarcane
124,44,97,30.20603468,78.12314216,6.768177999,206.9285559,sugarcane
115,66,94,26.49148567,82.07998719,6.708675457,169.1568145,sugarcane
139,48,95,32.32634526,82.94066993,6.172742507,228.0440115,sugarcane
117,69,100,29.72800764,78.6133673,7.078698004,156.5728581,sugarcane
138,60,103,32.96213611,76.04125942,6.540679707,215.7124741,sugarcane
114,48,103,32.86465954,87.9140844,6.885849007,164.5738172,sugarcane
121,64,119,28.25566098,78.37378548,7.482501274,243.2935446,sugarcane
122,59,108,26.08876373,81.7766072,6.433766738,169.0884145,sugarcane
133,49,108,26.49560328,78.81941244,6.750734388,184.913277,sugarcane
148,61,115,28.0494508,75.14347788,6.765593813,221.7512207,sugarcane
124,53,86,30.48781205,88.46400618,6.457313102,171.7231653,sugarcane
138,40,88,33.40339507,76.80036345,6.309996904,164.4617813,sugarcane
148,67,98,26.20691567,86.73863256,6.319709917,186.1516928,sugarcane
130,46,87,29.65065596,76.75962863,7.375866727,167.5710415,sugarcane
123,54,101,29.83302443,81.03109219,7.307523138,211.9488253,sugarcane
137,45,111,25.49246626,84.81813254,6.919981151,188.4668433,sugarcane
125,52,95,25.3129098,77.44071608,7.195743211,198.6975405,sugarcane
111,45,120,26.98623336,88.36012114,7.014430278,184.3674721,sugarcane
140,69,102,26.91690995,78.6479526,6.955326366,200.5611844,sugarcane
111,66,115,34.65427702,78.80057788,7.46846455,199.0427677,sugarcane
139,70,89,27.7606336,78.84807415,7.078387168,213.7684338,sugarcane
116,69,94,34.46883954,87.48386244,6.649338915,226.5929415,sugarcane
140,49,97,34.44071298,78.80597598,7.002418581,189.0624555,sugarcane
150,53,84,26.81924937,89.79729163,6.142328794,150.9908351,sugarcane
144,66,101,31.6059216,83.96939552,7.317515187,226.0253355,sugarcane
123,65,81,31.57110538,89.32657834,7.454996086,224.1700315,sugarcane
139,49,90,29.16342065,89.42460243,7.226109495,234.0527265,sugarcane
105,67,90,30.07657098,88.56672942,7.087096187,205.5193964,sugarcane
109,49,105,31.22503312,81.62784529,6.648132884,183.9816003,sugarcane
146,65,92,25.24648545,82.61261136,6.718886827,191.6638072,sugarcane
141,46,120,30.58583445,85.62143396,7.164222573,222.7875045,sugarcane
103,44,108,28.60258153,79.92003762,7.004361477,156.019543,sugarcane
146,47,96,27.05355271,81.70807785,6.669112219,153.6259047,sugarcane
144,46,105,29.09473056,79.80631165,6.21972549,244.726018,sugarcane
118,68,95,32.99533878,76.55487162,6.268864115,235.0256777,sugarcane
134,64,119,26.05872816,86.9832126,6.993901019,184.9141307,sugarcane
146,58,93,26.33613175,85.31064095,6.139780767,167.3729914,sugarcane
102,67,99,34.92754557,75.35874118,7.444775142,191.9748211,sugarcane
123,60,101,30.52888331,78.87994493,6.551820902,238.2054103,sugarcane
107,70,116,29.86932873,84.67781338,6.70640006,235.1229394,sugarcane
115,51,97,34.82927815,83.85829111,6.81542694,244.1654688,sugarcane
123,66,80,30.91607653,85.79200019,6.619727296,236.8964829,sugarcane
137,58,87,30.36321282,80.82898146,7.0187225,236.2701814,sugarcane
100,61,97,27.50221218,75.78190069,6.310391877,169.7862175,sugarcane
112,70,105,32.04375618,85.08733063,7.18865011,224.4208952,sugarcane
104,45,108,32.04302874,79.85834764,7.097974529,183.6772084,sugarcane
107,41,104,30.63259187,81.84224315,6.359145539,173.3862173,sugarcane
108,70,85,33.69129595,78.10204133,7.212491725,165.4341947,sugarcane
34,63,78,26.19982223,69.0952288,6.331302249,89.2376537,groundnut
42,51,61,30.05140737,63.99078732,6.633066781,123.7567597,groundnut
24,54,51,25.47437432,68.14370504,6.568233528,93.0462428,groundnut
20,61,71,30.03404556,69.87602745,6.121929512,69.6364566,groundnut
43,74,65,31.03832152,62.90101084,6.98523822,64.6535036,groundnut
33,57,52,26.68738161,67.6840838,6.24225623,112.5082629,groundnut
30,55,51,29.46792565,69.36374027,6.382266421,54.7728294,groundnut
31,77,78,29.17132633,68.44472491,6.849647756,72.8622668,groundnut
22,59,80,30.99004664,68.64971763,6.034222582,119.3005566,groundnut
24,62,51,27.25867466,67.83903792,6.336582867,59.5910119,groundnut
36,79,68,28.30430337,65.22045988,6.029298817,99.5901457,groundnut
44,50,63,28.18993195,61.32872139,6.57566516,98.0947436,groundnut
50,69,61,26.81994727,67.16770324,6.8417992,71.9658844,groundnut
32,68,71,27.3359883,62.90900926,6.913472959,111.4498459,groundnut
24,67,54,31.35084571,63.58497459,6.220769343,63.7880395,groundnut
44,58,61,27.33859403,60.72751133,6.518627779,95.7774824,groundnut
36,50,60,28.92105754,64.01876969,6.377493842,106.3077125,groundnut
20,56,61,26.6621287,66.99446611,6.160674886,53.8673411,groundnut
42,80,53,29.62869719,66.56262411,6.588020399,115.9317774,groundnut
38,61,58,25.9931528,60.41309429,6.144158824,85.2189222,groundnut
47,56,74,28.25524242,67.44933197,6.710561584,87.8504409,groundnut
45,65,73,26.58982987,63.70858635,6.269824895,111.900913,groundnut
36,74,52,28.80062829,63.2604204,6.529369028,80.6969404,groundnut
26,57,61,28.21325825,69.3073502,6.047504245,98.4811879,groundnut
35,59,77,28.4539474,63.91637633,6.614154653,91.6838745,groundnut
49,59,71,28.53466039,60.74951108,6.368334371,55.0773062,groundnut
30,69,62,30.85869484,61.46009474,6.794853208,67.7010468,groundnut
36,52,67,26.11774588,60.26553953,6.615859715,82.3696052,groundnut
33,60,58,26.32180261,68.6748429,6.836294499,106.6352502,groundnut
39,70,71,28.07045484,63.93805476,6.523100411,116.5148615,groundnut
33,50,57,26.51649466,63.1252579,6.196841439,74.9094964,groundnut
24,80,64,25.55566879,64.37613734,6.085124331,58.9230807,groundnut
41,50,76,31.66337475,63.91302216,6.973250195,58.2919327,groundnut
50,64,73,29.33284064,62.16142666,6.52058045,87.8036522,groundnut
20,72,65,27.42726799,67.74631109,6.851098985,89.8129954,groundnut
25,53,76,29.63645014,66.96980372,6.012477573,62.1059197,groundnut
35,54,54,29.72434495,64.27143072,6.27293977,86.914332,groundnut
31,75,62,29.02724571,63.27391218,6.442570709,50.4122147,groundnut
29,60,54,28.50419267,62.53670215,6.781368307,93.9905878,groundnut
22,63,66,30.66043311,63.68484665,6.628240583,82.7643869,groundnut
44,68,64,30.8491347,62.60333774,6.902609081,122.3577213,groundnut
21,65,55,28.85543298,60.1594625,6.234568132,52.9190471,groundnut
44,52,60,26.93006613,69.14917547,6.393162986,102.2640101,groundnut
24,71,75,28.73452844,65.37949348,6.934971012,110.3208204,groundnut
49,66,57,29.28696161,65.95113267,6.389736425,89.0419995,groundnut
31,78,69,28.13432289,62.4887567,6.510308786,84.825564,groundnut
25,59,68,25.28446476,62.48944857,6.116505334,51.3059815,groundnut
25,57,79,30.53641761,68.29407524,6.306601826,56.7168268,groundnut
38,76,56,27.03695756,64.49705887,6.730244276,95.0474664,groundnut
27,79,76,29.86601085,63.53455627,6.922617491,67.3286504,groundnut
45,70,57,30.71913283,62.20819016,6.644716318,82.9975505,groundnut
44,50,60,29.75762722,61.11373922,6.128067101,118.8877174,groundnut
22,59,71,26.4443828,68.3606745,6.728002259,83.9875322,groundnut
22,53,62,31.19995991,68.6998686,6.976144921,92.464789,groundnut
23,75,61,27.32039653,66.17904779,6.130200837,121.9984174,groundnut
34,57,66,28.43168614,64.86553726,6.26793752,94.1307913,groundnut
44,80,64,25.73878009,64.65645983,6.964942976,110.1757284,groundnut
30,77,80,31.30104274,69.30447565,6.842860088,120.857459,groundnut
40,77,58,25.38840175,66.15634149,6.885067755,81.9467275,groundnut
43,53,78,29.28082111,60.69339427,6.715121457,63.3579676,groundnut
32,53,62,28.87604533,66.93776392,6.292400542,71.0108448,groundnut
40,61,68,30.53624794,69.88545214,6.980480374,101.0436848,groundnut
50,60,62,26.94990269,62.24304071,6.676657446,82.9635849,groundnut
23,62,62,27.80563773,65.53745192,6.833917758,92.9262731,groundnut
23,50,65,28.8180983,64.28365712,6.703353221,72.1003097,groundnut
36,65,52,25.87199218,65.42274453,6.518239832,84.923425,groundnut
31,59,71,30.46992156,69.69695833,6.042278265,80.5799703,groundnut
29,75,79,30.88229576,68.37503248,6.303419714,59.4334586,groundnut
46,55,77,28.89784114,68.20845684,6.465180288,115.4388718,groundnut
35,63,50,27.69904446,62.72042792,6.041524564,123.3284368,groundnut
23,70,64,27.42570431,63.78794845,6.314333034,79.049693,groundnut
43,80,70,28.26887989,65.40006155,6.683526525,61.0572394,groundnut
31,57,66,31.63799245,62.75753984,6.517994354,50.204482,groundnut
21,50,53,25.87515196,64.81443471,6.557257131,83.8219421,groundnut
22,50,74,31.37424726,69.24683293,6.598474729,123.8718547,groundnut
24,75,59,27.80954354,68.42459754,6.063222545,92.0718435,groundnut
20,59,80,29.80724719,68.1467095,6.979020268,68.080106,groundnut
47,54,55,26.85727151,63.37567317,6.059583961,73.5586614,groundnut
45,57,76,26.44846053,68.87682026,6.291132956,82.2919666,groundnut
48,62,80,25.59237236,60.95766106,6.753683109,91.3951943,groundnut
44,80,74,28.90011346,63.83563168,6.637695905,52.3877142,groundnut
29,60,50,29.54566325,69.72941962,6.268481233,97.1862704,groundnut
35,71,72,30.55552069,62.47746796,6.776205703,99.7232573,groundnut
20,68,56,27.4214515,61.22653451,6.813565134,94.4010561,groundnut
24,55,61,31.04691992,61.55814785,6.045956848,56.1899992,groundnut
42,52,58,28.24915289,61.69160282,6.088815665,61.0122932,groundnut
49,80,52,29.94045268,69.68304654,6.678981262,106.7739731,groundnut
20,67,50,31.27696497,63.21246562,6.759430114,60.7304221,groundnut
43,60,79,28.39355147,69.32648789,6.646608865,78.2046788,groundnut
35,56,55,30.48516037,63.63764951,6.084422919,57.6437455,groundnut
48,78,63,27.74668644,68.15710214,6.541870856,123.9638438,groundnut
46,51,72,29.41570222,66.91223359,6.637740976,86.9245797,groundnut
25,74,53,29.25953517,64.51155966,6.910579549,54.298345,groundnut
50,67,68,27.66734058,61.79350595,6.068473442,69.3572644,groundnut
34,51,78,30.38654503,69.25707561,6.763701333,82.1602934,groundnut
27,61,54,26.90730444,64.89711914,6.186302505,121.1971352,groundnut
36,64,56,28.30478507,62.3857387,6.982007967,105.0975985,groundnut
32,66,61,27.2100241,68.68668469,6.819721129,92.3500221,groundnut
36,71,68,25.55786644,62.54910292,6.656746207,83.6095813,groundnut
29,74,60,27.21332844,66.59787586,6.024896842,109.2479301,groundnut
